ID,Name,Mass_kg,Radius_m,Velocity_m/s,Type,Mass_Msun,Schwarzschild_radius_m,R/r_s
237,RedGiant_37,1.022411e+31,8.877161e+10,4.786748e+04,red_giant,5.140329e+00,1.518518e+04,5.845936e+06
238,RedGiant_38,1.024436e+31,2.839068e+11,2.122230e+04,red_giant,5.150507e+00,1.521525e+04,1.865936e+07
239,RedGiant_39,1.164484e+31,1.861851e+11,4.432021e+04,red_giant,5.854622e+00,1.729529e+04,1.076507e+07
240,RedGiant_40,4.743595e+30,2.926469e+11,2.519240e+04,red_giant,2.384915e+00,7.045340e+03,4.153766e+07
241,RedGiant_41,2.369510e+30,6.321430e+11,3.633198e+04,red_giant,1.191307e+00,3.519272e+03,1.796232e+08
242,RedGiant_42,1.137227e+31,4.373702e+11,8.528215e+03,red_giant,5.717581e+00,1.689046e+04,2.589451e+07
243,RedGiant_43,1.990632e+30,5.120593e+11,4.943460e+04,red_giant,1.000820e+00,2.956550e+03,1.731949e+08
244,RedGiant_44,1.875768e+31,1.737209e+11,1.736448e+04,red_giant,9.430707e+00,2.785950e+04,6.235607e+06
245,RedGiant_45,5.262848e+30,5.211297e+11,1.175920e+04,red_giant,2.645977e+00,7.816550e+03,6.667003e+07
246,RedGiant_46,1.557418e+30,5.391671e+11,1.724250e+03,red_giant,7.830154e-01,2.313127e+03,2.330902e+08
247,RedGiant_47,1.386821e+30,6.720862e+11,1.276969e+04,red_giant,6.972456e-01,2.059752e+03,3.262947e+08
248,RedGiant_48,1.903209e+31,5.215161e+11,2.042185e+04,red_giant,9.568674e+00,2.826707e+04,1.844960e+07
249,RedGiant_49,5.137063e+30,5.784985e+11,3.973533e+04,red_giant,2.582736e+00,7.629730e+03,7.582161e+07
250,RedGiant_50,1.652785e+31,3.170303e+11,9.160967e+03,red_giant,8.309629e+00,2.454770e+04,1.291487e+07
251,RedGiant_51,7.603289e+30,5.613399e+11,3.002116e+04,red_giant,3.822669e+00,1.129265e+04,4.970844e+07
252,RedGiant_52,7.623245e+30,3.512457e+11,3.122855e+04,red_giant,3.832702e+00,1.132229e+04,3.102250e+07
253,RedGiant_53,1.429782e+31,3.538076e+11,3.263505e+03,red_giant,7.188447e+00,2.123558e+04,1.666107e+07
254,RedGiant_54,1.669707e+31,5.347443e+11,3.950363e+04,red_giant,8.394704e+00,2.479902e+04,2.156312e+07
255,RedGiant_55,1.301578e+31,2.500410e+11,3.680532e+04,red_giant,6.543883e+00,1.933146e+04,1.293441e+07
256,RedGiant_56,8.350715e+30,3.231692e+11,2.975090e+04,red_giant,4.198449e+00,1.240275e+04,2.605626e+07
257,RedGiant_57,1.035436e+30,1.652213e+11,3.603399e+04,red_giant,5.205813e-01,1.537863e+03,1.074357e+08
258,RedGiant_58,7.655059e+30,3.468375e+11,1.459304e+04,red_giant,3.848697e+00,1.136954e+04,3.050585e+07
259,RedGiant_59,9.046237e+30,2.027176e+11,2.802654e+04,red_giant,4.548133e+00,1.343576e+04,1.508791e+07
260,RedGiant_60,1.083818e+31,6.191237e+11,2.581412e+04,red_giant,5.449058e+00,1.609721e+04,3.846156e+07
261,RedGiant_61,1.882557e+31,1.382401e+11,1.619104e+04,red_giant,9.464843e+00,2.796034e+04,4.944148e+06
262,RedGiant_62,5.359563e+30,3.846587e+11,3.220610e+04,red_giant,2.694602e+00,7.960195e+03,4.832277e+07
263,RedGiant_63,1.547517e+31,2.348943e+11,2.033370e+04,red_giant,7.780379e+00,2.298422e+04,1.021981e+07
264,RedGiant_64,1.061615e+31,1.035603e+11,4.508236e+04,red_giant,5.337432e+00,1.576745e+04,6.567983e+06
265,RedGiant_65,1.306864e+31,3.904212e+11,5.656208e+01,red_giant,6.570460e+00,1.940997e+04,2.011447e+07
266,RedGiant_66,1.911991e+31,2.418911e+11,7.018499e+03,red_giant,9.612826e+00,2.839750e+04,8.518040e+06
267,RedGiant_67,1.775149e+31,6.605971e+11,4.842340e+04,red_giant,8.924830e+00,2.636508e+04,2.505576e+07
268,RedGiant_68,1.890588e+31,4.846888e+11,2.764420e+04,red_giant,9.505219e+00,2.807962e+04,1.726123e+07
269,RedGiant_69,1.935168e+31,4.113777e+11,3.917434e+04,red_giant,9.729353e+00,2.874174e+04,1.431290e+07
270,RedGiant_70,1.681033e+31,5.906596e+11,4.816075e+04,red_giant,8.451651e+00,2.496725e+04,2.365738e+07
271,RedGiant_71,1.291269e+31,1.211679e+11,3.734375e+04,red_giant,6.492052e+00,1.917834e+04,6.317954e+06
272,RedGiant_72,1.245300e+31,7.442715e+10,1.660001e+04,red_giant,6.260934e+00,1.849559e+04,4.024048e+06
273,RedGiant_73,1.267384e+31,1.194017e+11,3.819056e+04,red_giant,6.371966e+00,1.882359e+04,6.343195e+06
274,RedGiant_74,1.243980e+31,2.726942e+11,2.690531e+04,red_giant,6.254297e+00,1.847598e+04,1.475939e+07
275,RedGiant_75,1.659012e+31,4.318742e+11,3.567694e+03,red_giant,8.340936e+00,2.464018e+04,1.752723e+07
276,RedGiant_76,1.908366e+31,2.129130e+11,4.547216e+04,red_giant,9.594602e+00,2.834367e+04,7.511837e+06
277,RedGiant_77,1.806225e+31,2.683744e+11,1.540133e+04,red_giant,9.081072e+00,2.682663e+04,1.000403e+07
278,RedGiant_78,1.474749e+31,6.764358e+11,7.630905e+03,red_giant,7.414523e+00,2.190344e+04,3.088263e+07
279,RedGiant_79,1.008833e+31,9.680421e+10,1.797532e+04,red_giant,5.072061e+00,1.498351e+04,6.460716e+06
280,RedGiant_80,1.937781e+31,6.608362e+11,1.230194e+04,red_giant,9.742491e+00,2.878055e+04,2.296121e+07
281,RedGiant_81,9.199551e+30,4.613376e+11,8.757404e+03,red_giant,4.625214e+00,1.366347e+04,3.376431e+07
282,RedGiant_82,4.540865e+30,4.656130e+11,2.333442e+04,red_giant,2.282989e+00,6.744238e+03,6.903863e+07
283,RedGiant_83,1.128576e+30,4.095668e+11,6.263580e+03,red_giant,5.674087e-01,1.676197e+03,2.443429e+08
284,RedGiant_84,7.572563e+30,3.561432e+11,1.748192e+04,red_giant,3.807221e+00,1.124701e+04,3.166557e+07
285,RedGiant_85,1.336414e+31,3.121082e+11,7.683455e+03,red_giant,6.719023e+00,1.984884e+04,1.572425e+07
286,RedGiant_86,8.562018e+30,1.272997e+11,3.686021e+04,red_giant,4.304685e+00,1.271658e+04,1.001052e+07
287,RedGiant_87,1.482527e+31,3.017385e+11,8.119176e+03,red_giant,7.453631e+00,2.201897e+04,1.370357e+07
288,RedGiant_88,1.591154e+31,1.624480e+11,2.849336e+04,red_giant,7.999769e+00,2.363233e+04,6.873974e+06
289,RedGiant_89,1.619865e+31,2.005962e+11,9.685718e+02,red_giant,8.144118e+00,2.405875e+04,8.337764e+06
290,RedGiant_90,9.982482e+30,5.923516e+11,2.010560e+04,red_giant,5.018845e+00,1.482630e+04,3.995276e+07
291,RedGiant_91,2.999775e+30,1.566024e+11,1.282788e+04,red_giant,1.508183e+00,4.455363e+03,3.514919e+07
292,RedGiant_92,9.965359e+30,5.790960e+11,4.897588e+04,red_giant,5.010236e+00,1.480087e+04,3.912580e+07
293,RedGiant_93,1.797357e+31,4.522641e+11,2.573210e+04,red_giant,9.036484e+00,2.669492e+04,1.694196e+07
294,RedGiant_94,9.144436e+30,3.096957e+11,4.271381e+04,red_giant,4.597504e+00,1.358161e+04,2.280258e+07
295,RedGiant_95,7.404094e+30,3.706660e+11,1.338245e+04,red_giant,3.722521e+00,1.099680e+04,3.370672e+07
296,RedGiant_96,7.886875e+30,5.415036e+11,4.195857e+04,red_giant,3.965247e+00,1.171384e+04,4.622768e+07
297,RedGiant_97,5.160917e+30,2.006840e+11,1.287550e+04,red_giant,2.594730e+00,7.665160e+03,2.618132e+07
298,RedGiant_98,1.097278e+31,1.957623e+11,8.320812e+03,red_giant,5.516732e+00,1.629712e+04,1.201208e+07
299,RedGiant_99,1.149718e+31,1.525093e+11,4.437726e+04,red_giant,5.780384e+00,1.707598e+04,8.931213e+06
300,RedGiant_100,1.450299e+31,5.814969e+11,2.781757e+04,red_giant,7.291597e+00,2.154030e+04,2.699576e+07
301,MainSeq_1,2.156780e+31,9.021790e+09,4.589917e+03,main_sequence,1.084354e+01,3.203319e+04,2.816388e+05
302,MainSeq_2,8.645242e+31,8.268321e+08,1.223104e+05,main_sequence,4.346527e+01,1.284019e+05,6.439407e+03
303,MainSeq_3,8.447444e+31,8.161089e+09,1.476676e+05,main_sequence,4.247081e+01,1.254642e+05,6.504718e+04
304,MainSeq_4,1.492006e+31,2.922317e+09,8.394956e+04,main_sequence,7.501285e+00,2.215975e+04,1.318750e+05
305,MainSeq_5,2.638199e+31,8.675724e+09,1.731432e+04,main_sequence,1.326394e+01,3.918337e+04,2.214134e+05
306,MainSeq_6,9.231774e+31,8.064979e+08,3.071227e+04,main_sequence,4.641415e+01,1.371133e+05,5.881983e+03
307,MainSeq_7,6.913953e+31,5.689470e+09,1.521654e+05,main_sequence,3.476095e+01,1.026883e+05,5.540526e+04
308,MainSeq_8,1.762452e+30,2.702874e+09,1.068866e+05,main_sequence,8.860994e-01,2.617650e+03,1.032558e+06
309,MainSeq_9,7.318744e+30,8.857699e+09,9.092777e+04,main_sequence,3.679610e+00,1.087003e+04,8.148732e+05
310,MainSeq_10,8.960217e+31,8.675038e+09,8.581132e+04,main_sequence,4.504885e+01,1.330800e+05,6.518664e+04
311,MainSeq_11,6.426746e+31,9.742001e+09,1.882232e+05,main_sequence,3.231144e+01,9.545208e+04,1.020617e+05
312,MainSeq_12,8.677642e+31,3.493955e+08,1.941368e+05,main_sequence,4.362817e+01,1.288831e+05,2.710948e+03
313,MainSeq_13,6.660638e+31,2.536167e+09,1.482436e+05,main_sequence,3.348737e+01,9.892592e+04,2.563703e+04
314,MainSeq_14,3.499489e+31,9.670805e+09,1.498655e+04,main_sequence,1.759421e+01,5.197553e+04,1.860646e+05
315,MainSeq_15,9.855812e+31,1.116271e+09,1.191106e+05,main_sequence,4.955160e+01,1.463817e+05,7.625758e+03
316,MainSeq_16,6.046498e+31,2.053217e+09,5.469427e+04,main_sequence,3.039969e+01,8.980453e+04,2.286318e+04
317,MainSeq_17,2.613858e+31,4.762821e+09,7.375929e+04,main_sequence,1.314157e+01,3.882186e+04,1.226840e+05
318,MainSeq_18,5.842939e+31,9.710089e+09,1.495772e+05,main_sequence,2.937626e+01,8.678120e+04,1.118916e+05
319,MainSeq_19,2.256199e+30,5.996500e+09,1.384061e+05,main_sequence,1.134338e+00,3.350979e+03,1.789477e+06
320,MainSeq_20,5.197088e+31,2.548581e+08,1.577560e+05,main_sequence,2.612915e+01,7.718882e+04,3.301749e+03
321,MainSeq_21,4.392304e+31,2.384452e+09,1.646733e+05,main_sequence,2.208298e+01,6.523591e+04,3.655123e+04
322,MainSeq_22,3.725153e+31,3.825440e+09,1.082222e+05,main_sequence,1.872877e+01,5.532716e+04,6.914217e+04
323,MainSeq_23,1.366469e+31,1.785547e+09,9.846115e+04,main_sequence,6.870129e+00,2.029523e+04,8.797863e+04
324,MainSeq_24,3.758188e+31,3.435787e+09,4.502370e+04,main_sequence,1.889486e+01,5.581782e+04,6.155359e+04
325,MainSeq_25,5.917146e+31,4.113031e+09,1.262351e+05,main_sequence,2.974935e+01,8.788335e+04,4.680102e+04
326,MainSeq_26,6.047907e+31,3.464975e+09,1.767083e+05,main_sequence,3.040677e+01,8.982545e+04,3.857454e+04
327,MainSeq_27,6.831035e+31,4.495267e+09,5.300081e+04,main_sequence,3.434407e+01,1.014567e+05,4.430724e+04
328,MainSeq_28,5.110394e+31,4.347223e+09,1.695327e+05,main_sequence,2.569329e+01,7.590122e+04,5.727475e+04
329,MainSeq_29,2.133102e+30,1.259527e+09,1.116820e+05,main_sequence,1.072449e+00,3.168151e+03,3.975592e+05
330,MainSeq_30,3.694264e+31,6.092973e+09,6.994590e+04,main_sequence,1.857348e+01,5.486840e+04,1.110470e+05
331,MainSeq_31,3.952070e+31,1.984490e+09,9.641018e+04,main_sequence,1.986963e+01,5.869741e+04,3.380883e+04
332,MainSeq_32,9.450217e+31,3.125766e+09,7.252259e+04,main_sequence,4.751240e+01,1.403576e+05,2.227001e+04
333,MainSeq_33,2.518645e+31,2.523396e+09,1.400343e+05,main_sequence,1.266287e+01,3.740772e+04,6.745655e+04
334,MainSeq_34,5.086188e+31,8.364876e+09,4.799278e+04,main_sequence,2.557158e+01,7.554169e+04,1.107319e+05
335,MainSeq_35,1.166640e+31,2.726749e+09,6.341746e+04,main_sequence,5.865458e+00,1.732731e+04,1.573672e+05
336,MainSeq_36,1.981523e+31,5.175582e+09,9.112016e+04,main_sequence,9.962410e+00,2.943022e+04,1.758594e+05
337,MainSeq_37,6.007228e+31,7.785866e+09,4.982516e+04,main_sequence,3.020225e+01,8.922127e+04,8.726468e+04
338,MainSeq_38,1.851834e+31,8.160459e+09,7.959747e+03,main_sequence,9.310376e+00,2.750403e+04,2.967005e+05
339,MainSeq_39,5.453136e+31,1.232381e+09,6.750099e+04,main_sequence,2.741647e+01,8.099172e+04,1.521613e+04
340,MainSeq_40,4.431172e+31,7.892163e+09,1.801264e+05,main_sequence,2.227839e+01,6.581318e+04,1.199177e+05
341,MainSeq_41,6.771625e+30,2.913878e+09,8.142163e+04,main_sequence,3.404537e+00,1.005743e+04,2.897238e+05
342,MainSeq_42,6.003342e+31,5.191265e+09,1.641828e+05,main_sequence,3.018272e+01,8.916356e+04,5.822182e+04
343,MainSeq_43,8.274113e+29,9.216383e+09,1.364475e+05,main_sequence,4.159936e-01,1.228898e+03,7.499715e+06
344,MainSeq_44,6.452764e+31,5.881689e+09,1.197061e+05,main_sequence,3.244225e+01,9.583852e+04,6.137083e+04
345,MainSeq_45,5.168390e+31,5.434322e+09,5.458674e+04,main_sequence,2.598487e+01,7.676258e+04,7.079389e+04
346,MainSeq_46,3.702420e+31,8.786973e+09,1.828343e+05,main_sequence,1.861448e+01,5.498952e+04,1.597936e+05
347,MainSeq_47,9.449832e+31,1.733780e+09,1.117957e+04,main_sequence,4.751047e+01,1.403519e+05,1.235309e+04
348,MainSeq_48,4.856412e+31,2.655835e+09,6.594379e+04,main_sequence,2.441635e+01,7.212898e+04,3.682064e+04
349,MainSeq_49,7.642350e+30,3.729410e+09,2.155617e+04,main_sequence,3.842308e+00,1.135066e+04,3.285632e+05
350,MainSeq_50,9.082087e+30,6.421040e+09,6.700889e+04,main_sequence,4.566158e+00,1.348901e+04,4.760202e+05
351,MainSeq_51,3.286391e+31,2.687259e+09,7.780565e+04,main_sequence,1.652283e+01,4.881054e+04,5.505489e+04
352,MainSeq_52,5.259973e+31,8.472203e+08,8.742427e+04,main_sequence,2.644531e+01,7.812280e+04,1.084473e+04
353,MainSeq_53,9.027627e+31,5.886871e+09,1.286191e+05,main_sequence,4.538777e+01,1.340812e+05,4.390526e+04
354,MainSeq_54,4.013902e+31,1.270284e+08,1.945437e+05,main_sequence,2.018050e+01,5.961576e+04,2.130785e+03
355,MainSeq_55,1.385783e+31,8.638978e+09,6.774018e+04,main_sequence,6.967236e+00,2.058210e+04,4.197326e+05
356,MainSeq_56,8.206246e+31,4.761537e+09,1.397120e+05,main_sequence,4.125815e+01,1.218818e+05,3.906685e+04
357,MainSeq_57,3.369064e+31,1.145972e+09,9.142512e+04,main_sequence,1.693848e+01,5.003841e+04,2.290185e+04
358,MainSeq_58,6.218677e+31,8.232331e+09,1.463333e+05,main_sequence,3.126534e+01,9.236178e+04,8.913135e+04
359,MainSeq_59,1.168617e+31,6.103472e+09,3.306309e+04,main_sequence,5.875402e+00,1.735668e+04,3.516498e+05
360,MainSeq_60,7.339674e+31,3.317611e+09,1.580955e+03,main_sequence,3.690133e+01,1.090112e+05,3.043368e+04
361,MainSeq_61,1.220266e+30,7.749979e+09,1.420469e+05,main_sequence,6.135072e-01,1.812378e+03,4.276138e+06
362,MainSeq_62,4.952747e+31,6.428351e+09,1.250516e+04,main_sequence,2.490069e+01,7.355979e+04,8.738946e+04
363,MainSeq_63,7.188498e+31,9.013357e+09,7.338720e+04,main_sequence,3.614127e+01,1.067659e+05,8.442171e+04
364,MainSeq_64,2.171131e+31,3.642411e+08,4.794818e+04,main_sequence,1.091569e+01,3.224633e+04,1.129558e+04
365,MainSeq_65,3.349348e+29,3.200400e+09,5.075264e+04,main_sequence,1.683936e-01,4.974559e+02,6.433535e+06
366,MainSeq_66,1.430617e+31,1.877381e+09,3.505959e+04,main_sequence,7.192642e+00,2.124797e+04,8.835577e+04
367,MainSeq_67,9.772834e+31,3.521048e+09,1.731765e+05,main_sequence,4.913441e+01,1.451493e+05,2.425812e+04
368,MainSeq_68,8.150433e+31,7.603801e+09,1.575872e+05,main_sequence,4.097754e+01,1.210528e+05,6.281391e+04
369,MainSeq_69,3.773823e+30,4.568288e+08,1.854372e+05,main_sequence,1.897347e+00,5.605003e+03,8.150375e+04
370,MainSeq_70,5.098331e+31,9.653994e+09,9.672068e+04,main_sequence,2.563263e+01,7.572204e+04,1.274925e+05
371,MainSeq_71,2.077904e+31,9.777721e+09,6.314217e+04,main_sequence,1.044698e+01,3.086169e+04,3.168238e+05
372,MainSeq_72,3.655910e+31,4.278289e+09,7.343008e+04,main_sequence,1.838064e+01,5.429874e+04,7.879168e+04
373,MainSeq_73,8.521727e+31,6.525005e+09,1.588747e+05,main_sequence,4.284428e+01,1.265674e+05,5.155359e+04
374,MainSeq_74,7.753733e+31,6.896329e+09,9.496391e+04,main_sequence,3.898307e+01,1.151609e+05,5.988428e+04
375,MainSeq_75,8.658016e+31,1.126979e+09,1.410946e+05,main_sequence,4.352949e+01,1.285916e+05,8.764019e+03
376,MainSeq_76,9.533983e+31,3.585866e+09,1.065228e+05,main_sequence,4.793355e+01,1.416018e+05,2.532359e+04
377,MainSeq_77,6.234923e+31,2.087449e+09,8.406188e+04,main_sequence,3.134702e+01,9.260307e+04,2.254190e+04
378,MainSeq_78,8.144187e+31,4.109179e+08,6.724602e+04,main_sequence,4.094614e+01,1.209601e+05,3.397137e+03
379,MainSeq_79,1.793196e+31,2.267564e+09,2.347054e+03,main_sequence,9.015567e+00,2.663313e+04,8.514075e+04
380,MainSeq_80,4.535112e+31,7.884548e+09,9.109666e+04,main_sequence,2.280097e+01,6.735694e+04,1.170562e+05
381,MainSeq_81,9.619798e+31,1.618384e+09,1.692366e+05,main_sequence,4.836500e+01,1.428763e+05,1.132717e+04
382,MainSeq_82,5.455706e+30,7.053110e+09,1.881420e+05,main_sequence,2.742939e+00,8.102989e+03,8.704331e+05
383,MainSeq_83,7.369894e+31,7.540712e+09,4.047201e+04,main_sequence,3.705326e+01,1.094600e+05,6.889010e+04
384,MainSeq_84,5.518521e+31,5.869777e+09,1.898889e+05,main_sequence,2.774520e+01,8.196285e+04,7.161510e+04
385,MainSeq_85,5.795233e+31,8.137244e+09,1.138834e+05,main_sequence,2.913642e+01,8.607266e+04,9.453924e+04
386,MainSeq_86,5.264113e+31,7.879738e+09,6.114255e+04,main_sequence,2.646613e+01,7.818429e+04,1.007842e+05
387,MainSeq_87,1.101769e+31,8.138174e+09,6.257930e+04,main_sequence,5.539313e+00,1.636383e+04,4.973270e+05
388,MainSeq_88,5.679405e+31,5.792624e+08,1.863190e+05,main_sequence,2.855407e+01,8.435234e+04,6.867177e+03
389,MainSeq_89,9.647781e+30,2.209361e+09,1.721037e+05,main_sequence,4.850569e+00,1.432919e+04,1.541860e+05
390,MainSeq_90,7.728839e+30,2.777430e+09,1.584042e+04,main_sequence,3.885791e+00,1.147912e+04,2.419549e+05
391,MainSeq_91,1.820856e+31,4.231356e+09,1.729072e+05,main_sequence,9.154632e+00,2.704394e+04,1.564622e+05
392,MainSeq_92,7.256731e+31,5.961388e+08,1.777502e+04,main_sequence,3.648432e+01,1.077793e+05,5.531106e+03
393,MainSeq_93,2.041114e+31,1.203458e+09,1.165092e+05,main_sequence,1.026201e+01,3.031528e+04,3.969805e+04
394,MainSeq_94,4.968640e+31,4.843948e+09,7.959217e+03,main_sequence,2.498059e+01,7.379584e+04,6.563985e+04
395,MainSeq_95,9.924883e+31,6.972477e+09,1.622701e+05,main_sequence,4.989886e+01,1.474075e+05,4.730068e+04
396,MainSeq_96,6.915122e+31,6.098415e+08,9.973793e+03,main_sequence,3.476683e+01,1.027056e+05,5.937762e+03
397,MainSeq_97,2.313292e+31,3.573138e+09,4.580838e+04,main_sequence,1.163043e+01,3.435775e+04,1.039980e+05
398,MainSeq_98,7.613005e+31,8.939268e+09,1.535936e+05,main_sequence,3.827554e+01,1.130708e+05,7.905904e+04
399,MainSeq_99,9.183845e+31,2.511924e+09,5.480168e+04,main_sequence,4.617318e+01,1.364014e+05,1.841568e+04
400,MainSeq_100,7.943828e+31,1.686724e+09,1.575733e+05,main_sequence,3.993880e+01,1.179843e+05,1.429617e+04
401,WhiteDwarf_1,1.178412e+30,9.129827e+06,1.879015e+06,white_dwarf,5.924644e-01,1.750215e+03,5.216403e+03
402,WhiteDwarf_2,2.602455e+30,9.099647e+06,1.982698e+06,white_dwarf,1.308424e+00,3.865250e+03,2.354219e+03
403,WhiteDwarf_3,2.581802e+30,7.725129e+06,3.178788e+06,white_dwarf,1.298040e+00,3.834575e+03,2.014599e+03
404,WhiteDwarf_4,1.037710e+30,5.898673e+06,3.693224e+06,white_dwarf,5.217245e-01,1.541240e+03,3.827225e+03
405,WhiteDwarf_5,9.224457e+29,5.156165e+06,4.546344e+06,white_dwarf,4.637736e-01,1.370046e+03,3.763498e+03
406,WhiteDwarf_6,1.615284e+30,9.055611e+06,3.167940e+06,white_dwarf,8.121088e-01,2.399072e+03,3.774630e+03
407,WhiteDwarf_7,1.765351e+30,5.824963e+06,2.086070e+05,white_dwarf,8.875571e-01,2.621956e+03,2.221610e+03
408,WhiteDwarf_8,1.644225e+30,9.213740e+06,2.386605e+06,white_dwarf,8.266589e-01,2.442055e+03,3.772945e+03
409,WhiteDwarf_9,8.341063e+29,9.961307e+06,4.648343e+06,white_dwarf,4.193597e-01,1.238841e+03,8.040824e+03
410,WhiteDwarf_10,1.496112e+30,9.465585e+06,4.163990e+06,white_dwarf,7.521930e-01,2.222073e+03,4.259798e+03
411,WhiteDwarf_11,1.330092e+30,7.851940e+06,3.619552e+06,white_dwarf,6.687240e-01,1.975495e+03,3.974669e+03
412,WhiteDwarf_12,1.549334e+30,6.306294e+06,1.346088e+06,white_dwarf,7.789512e-01,2.301120e+03,2.740532e+03
413,WhiteDwarf_13,6.936733e+29,5.308875e+06,1.281960e+06,white_dwarf,3.487548e-01,1.030266e+03,5.152918e+03
414,WhiteDwarf_14,6.203782e+29,8.930635e+06,1.443752e+06,white_dwarf,3.119046e-01,9.214057e+02,9.692403e+03
415,WhiteDwarf_15,4.920326e+29,8.704939e+06,2.323183e+05,white_dwarf,2.473769e-01,7.307825e+02,1.191180e+04
416,WhiteDwarf_16,1.491939e+30,5.436024e+06,1.467249e+06,white_dwarf,7.500952e-01,2.215876e+03,2.453216e+03
417,WhiteDwarf_17,2.387238e+30,7.626820e+06,3.192192e+06,white_dwarf,1.200220e+00,3.545603e+03,2.151065e+03
418,WhiteDwarf_18,1.286782e+30,7.649604e+06,1.170775e+06,white_dwarf,6.469492e-01,1.911170e+03,4.002577e+03
419,WhiteDwarf_19,2.236712e+30,6.432069e+06,2.931484e+06,white_dwarf,1.124541e+00,3.322036e+03,1.936183e+03
420,WhiteDwarf_20,1.974492e+30,6.776070e+06,1.998349e+06,white_dwarf,9.927059e-01,2.932579e+03,2.310618e+03
421,WhiteDwarf_21,7.936292e+29,7.292373e+06,4.050912e+06,white_dwarf,3.990092e-01,1.178724e+03,6.186670e+03
422,WhiteDwarf_22,5.458872e+29,9.305796e+06,1.673401e+05,white_dwarf,2.744531e-01,8.107692e+02,1.147774e+04
423,WhiteDwarf_23,2.116192e+30,9.436067e+06,2.367936e+06,white_dwarf,1.063948e+00,3.143037e+03,3.002213e+03
424,WhiteDwarf_24,1.307715e+30,5.070846e+06,4.119285e+06,white_dwarf,6.574734e-01,1.942260e+03,2.610797e+03
425,WhiteDwarf_25,1.123479e+30,7.406742e+06,1.011342e+06,white_dwarf,5.648462e-01,1.668627e+03,4.438824e+03
426,WhiteDwarf_26,2.671979e+30,7.692848e+06,2.101241e+06,white_dwarf,1.343378e+00,3.968508e+03,1.938474e+03
427,WhiteDwarf_27,1.066966e+30,9.306787e+06,2.962357e+06,white_dwarf,5.364332e-01,1.584692e+03,5.872932e+03
428,WhiteDwarf_28,6.098410e+29,5.819836e+06,3.965974e+06,white_dwarf,3.066069e-01,9.057554e+02,6.425395e+03
429,WhiteDwarf_29,2.530317e+30,5.396808e+06,3.461243e+06,white_dwarf,1.272155e+00,3.758108e+03,1.436044e+03
430,WhiteDwarf_30,2.218642e+30,6.901395e+06,3.566469e+06,white_dwarf,1.115456e+00,3.295198e+03,2.094379e+03
431,WhiteDwarf_31,2.532642e+30,6.671728e+06,4.290196e+05,white_dwarf,1.273324e+00,3.761561e+03,1.773660e+03
432,WhiteDwarf_32,1.336531e+30,9.211583e+06,2.405615e+06,white_dwarf,6.719610e-01,1.985058e+03,4.640461e+03
433,WhiteDwarf_33,4.106824e+29,8.768777e+06,3.228762e+06,white_dwarf,2.064768e-01,6.099586e+02,1.437602e+04
434,WhiteDwarf_34,1.674509e+30,5.614935e+06,3.514730e+06,white_dwarf,8.418850e-01,2.487035e+03,2.257683e+03
435,WhiteDwarf_35,1.968159e+30,9.770321e+06,4.094665e+06,white_dwarf,9.895219e-01,2.923173e+03,3.342368e+03
436,WhiteDwarf_36,2.265515e+30,7.992008e+06,2.896708e+06,white_dwarf,1.139022e+00,3.364815e+03,2.375170e+03
437,WhiteDwarf_37,8.685131e+29,7.302092e+06,9.535960e+05,white_dwarf,4.366582e-01,1.289944e+03,5.660784e+03
438,WhiteDwarf_38,2.521629e+30,6.446661e+06,2.568115e+06,white_dwarf,1.267787e+00,3.745204e+03,1.721311e+03
439,WhiteDwarf_39,7.495125e+29,6.889152e+06,4.870658e+06,white_dwarf,3.768288e-01,1.113200e+03,6.188603e+03
440,WhiteDwarf_40,1.701889e+30,6.055085e+06,2.202847e+06,white_dwarf,8.556508e-01,2.527701e+03,2.395491e+03
441,WhiteDwarf_41,2.248773e+30,6.130387e+06,4.672730e+06,white_dwarf,1.130605e+00,3.339950e+03,1.835473e+03
442,WhiteDwarf_42,1.690622e+30,6.225915e+06,6.476395e+05,white_dwarf,8.499861e-01,2.510967e+03,2.479489e+03
443,WhiteDwarf_43,1.188002e+30,9.199946e+06,2.544475e+06,white_dwarf,5.972863e-01,1.764459e+03,5.214031e+03
444,WhiteDwarf_44,2.079988e+30,9.162071e+06,2.783200e+06,white_dwarf,1.045746e+00,3.089265e+03,2.965777e+03
445,WhiteDwarf_45,2.346471e+30,8.507091e+06,1.552066e+06,white_dwarf,1.179724e+00,3.485054e+03,2.441021e+03
446,WhiteDwarf_46,3.793506e+29,9.637454e+06,4.687170e+06,white_dwarf,1.907243e-01,5.634237e+02,1.710516e+04
447,WhiteDwarf_47,2.577523e+30,9.283893e+06,2.639588e+06,white_dwarf,1.295889e+00,3.828219e+03,2.425120e+03
448,WhiteDwarf_48,2.503898e+30,9.626251e+06,3.720801e+06,white_dwarf,1.258873e+00,3.718869e+03,2.588489e+03
449,WhiteDwarf_49,1.323164e+30,7.410022e+06,2.404156e+06,white_dwarf,6.652410e-01,1.965206e+03,3.770608e+03
450,WhiteDwarf_50,2.436656e+30,5.226290e+06,1.702420e+06,white_dwarf,1.225066e+00,3.618999e+03,1.444126e+03
451,WhiteDwarf_51,2.292772e+30,8.402756e+06,1.530970e+06,white_dwarf,1.152726e+00,3.405298e+03,2.467554e+03
