case,category,M_solar,a_m,e,P_year,T0_year,f_true_deg,z,f_emit_Hz,f_obs_Hz,lambda_emit_nm,lambda_obs_nm,v_los_mps,v_tot_mps,z_geom_hint,N0,source,r_emit_m,n_round,z_obs,z_source,r_eff_m,v_tot_mps_eff,z_gr,z_sr,z_grsr,z_seg,dz_seg,dz_gr,dz_sr,dz_grsr,ratio_seg_gr,ratio_seg_grsr
Antares,S-star orbital,12.4,145112000000000.0,0.884,16.05,2023.059264473612,0.0,8.9e-05,398000000000000.0,397964500000000.0,753.3,753.4,0.0,-3200.0,0.0,1.0000000028,red supergiant in Scorpius,109864.2250128879,2.0,8.920393653211178e-05,freq,109864.2250128879,-3200.0,0.22474487139158894,5.696776383956603e-11,0.22474487146136002,5.696776383956603e-11,8.920387956434794e-05,0.22465566745505683,8.920387956434794e-05,0.2246556675248279,0.0003970693487276189,0.00039706934860430146
Polaris,S-star orbital,5.4,145112000000000.0,0.884,16.05,2021.460723242676,0.0,-5.6e-05,489000000000000.0,489027400000000.0,613.1,613.0,0.0,-17000.0,-0.0,1.0000000028,current North Star,47844.09798948344,2.0,-5.60295803466726e-05,freq,47844.09798948344,-17000.0,0.22474487139158894,1.607779465118142e-09,0.2247448733607087,1.607779465118142e-09,5.603118812613772e-05,0.2248009009719356,5.603118812613772e-05,0.22480090294105537,0.0002492480585437365,0.0002492480563604745
Aldebaran,S-star orbital,1.16,145112000000000.0,0.884,16.05,2022.2803499210847,0.0,0.000189,432000000000000.0,431918300000000.0,694.0,694.1,0.0,54000.0,0.0,1.0000000028,red giant in Taurus,10277.621049592735,2.0,0.00018915614365022648,freq,10277.621049592735,54000.0,0.22474487139158916,1.622243828158787e-08,0.22474489125993724,1.622243828158787e-08,0.0001891399212119449,0.22455571524793894,0.0001891399212119449,0.22455573511628701,0.0008422850471790916,0.0008422849726549985
EHT_M87,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,2023.925879806965,0.0,0.00428,230000000000000.0,229100000000000.0,1303.5,1309.1,0.0,140015014.24503672,0.00265,1.0000000028,Event Horizon Telescope M87* shadow,57590117950304.125,2.0,0.003928415539065977,freq,57590117950304.125,140015014.24503672,0.22474487139158894,0.13091943293103303,0.3850877754393667,0.13391636942830032,0.12998795388923434,0.22081645585252296,0.12699101739196705,0.3811593599003007,0.5886696867195876,0.3410330889506035
M87_central,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,2028.071282732744,262.70344320977443,0.00428,456805024067434.56,454858230839441.75,656.281,659.08988268,1613071.7110972465,2766937.8505519493,,1.0,SMBH literature: M87* - EHT target,1795321431606523.8,17.0,0.0042800000000000615,freq,1795321431606523.8,2766937.8505519493,0.00538957475670232,0.005423451903893817,0.010842256760071445,0.010937879459809396,0.006657879459809335,0.0011095747567022585,0.0011434519038937552,0.006562256760071383,6.000388364635353,1.014571618154257
NGC_227_central,S-star orbital,100000000000.0,145112000000000.0,0.884,16.05,2028.617069003108,207.8467722924344,0.017,456805024067434.56,449169148542216.94,656.281,667.4377769999999,8211782.884170739,13805589.65995673,,1.0,SMBH literature: Object 227 - requested target,8.813304706814706e+16,34.0,0.016999999999999904,freq,8.813304706814706e+16,13805589.65995673,0.0016797232998639888,0.02848266271709199,0.030210229009164147,0.030244089308488542,0.013244089308488638,0.015320276700135915,0.011482662717092085,0.013210229009164243,0.8644810774449747,1.0025631879130108
TON_618_central,S-star orbital,66000000000.0,145112000000000.0,0.884,16.05,2021.010014294097,100.07049711963316,2.219,456805024067434.56,141908985420141.22,656.281,2112.568539,1688036.241644389,5897426.073414115,,1.0,SMBH literature: Most massive known BH,3.512944778800721e+16,25.0,2.219,freq,3.512944778800721e+16,5897426.073414115,0.002785915190486987,0.005825316585480023,0.008627460613931826,0.008681550484651579,2.2103184495153485,2.216214084809513,2.21317468341452,2.210372539386068,0.9973397717600593,0.999975529070437
NGC_1277_central,S-star orbital,17000000000.0,145112000000000.0,0.884,16.05,2026.480353852466,219.28716204011576,0.0169,456805024067434.56,449213318976727.9,656.281,667.3721489,3117288.318093664,3670318.428155578,,1.0,SMBH literature: Overmassive BH,7243740515456438.0,22.0,0.016899999999999915,freq,7243740515456438.0,3670318.428155578,0.0034836473966850523,0.010473886229441787,0.013994020952623254,0.01405855761863295,0.0028414423813669654,0.013416352603314863,0.006426113770558128,0.002905979047376661,0.21178948298249944,0.9777917648553056
NGC_4258_central,S-star orbital,39000000.0,145112000000000.0,0.884,16.05,2025.5694974377463,246.4611303563549,0.0015,456805024067434.56,456120842803229.7,656.281,657.2654215,274806.48234464915,449030.340867464,,1.0,SMBH literature: Maser disk BH,25426607077967.336,28.0,0.0015000000000000568,freq,25426607077967.336,449030.340867464,0.002272679081305906,0.0009177784948901646,0.0031925433921826674,0.003224367448330101,0.0017243674483300442,0.0007726790813058493,0.0005822215051098922,0.0016925433921826105,2.2316735240402976,1.0188025053268472
3C_273_central,S-star orbital,880000000.0,145112000000000.0,0.884,16.05,2022.1098284358632,339.4474971606196,0.158,456805024067434.56,394477568279304.5,656.281,759.9733979999999,241022.8068117596,767117.779034893,,1.0,SMBH literature: First quasar,167488886951258.44,13.0,0.15799999999999992,freq,167488886951258.44,767117.779034893,0.007850016659656456,0.0008072419970288625,0.00866359551981044,0.008791004453058804,0.14920899554694111,0.15014998334034346,0.15719275800297106,0.14933640448018948,0.9937330143336118,0.9991468327251359
3C_279_central,S-star orbital,300000000.0,145112000000000.0,0.884,16.05,2022.6488016649805,88.78590276983404,0.536,456805024067434.56,297399104210569.4,656.281,1008.0476159999998,299272.42272109,640728.5114255309,,1.0,SMBH literature: Variable blazar,202038852748603.5,29.0,0.536,freq,202038852748603.5,640728.5114255309,0.002199890103411928,0.0010005515347639715,0.0032026427415952075,0.0032366610700680365,0.532763338929932,0.5338001098965881,0.5349994484652361,0.5327973572584048,0.9980577543027165,0.9999361514692042
Phoenix_A_central,S-star orbital,20000000000.0,145112000000000.0,0.884,16.05,2029.9753760649512,183.4294657235272,0.596,456805024067434.56,286218686759044.2,656.281,1047.424476,1276385.6377908976,4633708.554614963,,1.0,SMBH literature: Phoenix cluster BCG,2.681752050444326e+16,44.0,0.5960000000000001,freq,2.681752050444326e+16,4633708.554614963,0.0011030948964505516,0.004377544232900599,0.005485467976053426,0.005505908871162424,0.5904940911288377,0.5948969051035495,0.5916224557670995,0.5905145320239467,0.9925990302908947,0.9999653846027482
Cygnus_X1,S-star orbital,21.2,145112000000000.0,0.884,16.05,2020.63527706152,137.38294314235324,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,487913.5263585231,1114650.0931261224,,1.0,Stellar BH: First confirmed BH,1295176.3601934568,7.0,1.0000000000065512e-05,freq,1295176.3601934568,1114650.0931261224,0.025083963066189652,0.0016344276922397594,0.02675938868229588,0.026851858861830724,0.02684185886183066,0.025073963066189586,0.0016244276922396939,0.026749388682295816,1.0705072345753333,1.0034569081422053
LMC_X1,S-star orbital,10.9,145112000000000.0,0.884,16.05,2026.8171036902656,193.30931894716625,3e-05,456805024067434.56,456791320327824.8,656.281,656.3006884299999,130370.7705192686,192691.5676272499,,1.0,Stellar BH: LMC X-ray binary,853699.5731584722,8.0,2.9999999999752447e-05,freq,853699.5731584722,192691.5676272499,0.019404596886829273,0.00043507673468456964,0.019848116110165126,0.01991033419242272,0.019880334192422966,0.01937459688682952,0.0004050767346848172,0.019818116110165374,1.0261031137085095,1.00313945492658
GW150914_remnant,S-star orbital,62.0,145112000000000.0,0.884,16.05,2020.1947674238584,334.47550185526217,0.09,456805024067434.56,419087178043517.94,656.281,715.34629,183899.59245028457,511792.03080515086,,1.0,Stellar BH: LIGO detection,3343322.507543331,6.0,0.09000000000000008,freq,3343322.507543331,511792.03080515086,0.028562742668325924,0.0006148810968595875,0.029195186455726718,0.02932229398006614,0.06067770601993394,0.061437257331674155,0.08938511890314049,0.06080481354427336,0.98763695931868,0.9979095812168411
GW190521_remnant,S-star orbital,142.0,145112000000000.0,0.884,16.05,2020.856534520679,174.95656679398095,0.82,456805024067434.56,250991771465623.4,656.281,1194.43142,1171214.5041285465,1365752.9621219186,,1.0,Stellar BH: Intermediate mass BH,2704178.9590087137,3.0,0.8199999999999998,freq,2704178.9590087137,1365752.9621219186,0.08791049541106433,0.003917168792041181,0.09217202445222261,0.09261679804785539,0.7273832019521445,0.7320895045889355,0.8160828312079587,0.7278279755477772,0.993571410862619,0.9993889028581265
Vela_Pulsar,S-star orbital,1.4,145112000000000.0,0.884,16.05,2028.0749699776663,68.54756917027598,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,426831.6250343089,586552.4823295154,,1.0,Pulsar: Vela SNR pulsar,12855.21546662642,2.0,1.0000000000065512e-05,freq,12855.21546662642,586552.4823295154,0.21413780651003478,0.0014256737804896336,0.21586877094667734,0.21624151310019513,0.21623151310019506,0.2141278065100347,0.001415673780489568,0.21585877094667727,1.0098245371511885,1.0017267871575617
Crab_Pulsar,S-star orbital,1.4,145112000000000.0,0.884,16.05,2029.84165211366,35.430433614705194,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,550053.5776395138,861219.3193954481,,1.0,Pulsar: Crab nebula pulsar,12335.123340183374,2.0,1.0000000000065512e-05,freq,12335.123340183374,861219.3193954481,0.22645877051233976,0.0018389150913109553,0.22871412405430558,0.22910847554002012,0.22909847554002005,0.2264487705123397,0.0018289150913108898,0.2287041240543055,1.011701123488926,1.0017242867278637
S4_SgrA*,S-star orbital,4297000.0,145112000000000.0,0.884,16.05,2022.2321073814885,265.1296370990445,0.0008,456805024067434.56,456439872169698.8,656.281,656.8060247999999,357548.26347406965,1117256.4330152075,,1.0,Additional S-star: Short period S-star,1269049932474.1377,17.0,0.0007999999999999119,freq,1269049932474.1377,1117256.4330152075,0.005037815259212097,0.0011996053781986316,0.006243464027690049,0.006306076787703674,0.005506076787703762,0.004237815259212185,0.00039960537819871966,0.005443464027690137,1.2992724908747786,1.0115023741674645
S5_SgrA*,S-star orbital,4297000.0,145112000000000.0,0.884,16.05,2024.2192181968528,10.726998997705325,0.0012,456805024067434.56,456257515049375.25,656.281,657.0685372,415497.557525934,2450574.7269805945,,1.0,Additional S-star: Very close S-star,1269049932474.1377,17.0,0.0012000000000000899,freq,1269049932474.1377,2450574.7269805945,0.005037815259212097,0.0014194077269904515,0.006464373700108661,0.006527000206064226,0.005327000206064136,0.0038378152592120074,0.0002194077269903616,0.005264373700108571,1.3880293464563205,1.0118962880530828
S9_SgrA*,S-star orbital,4297000.0,145112000000000.0,0.884,16.05,2028.0943045667784,2.339553484101966,0.0006,456805024067434.56,456531105404192.06,656.281,656.6747686,620647.8267929187,1086164.155726025,,1.0,Additional S-star: Eccentric S-star,1269049932474.1377,17.0,0.0005999999999999339,freq,1269049932474.1377,1086164.155726025,0.005037815259212097,0.002076835219032347,0.007125113190401766,0.007187780810386402,0.006587780810386468,0.004437815259212163,0.001476835219032413,0.006525113190401832,1.484464860656679,1.0096040663442922
HLX-1,S-star orbital,20000.0,145112000000000.0,0.884,16.05,2026.09131005667,61.60991335131492,0.126,456805024067434.56,405688298461309.6,656.281,738.9724059999998,4687737.711524331,7580082.686041875,,1.0,IMBH: Hyper-luminous X-ray source,10049624426.031685,24.0,0.1259999999999999,freq,10049624426.031685,7580082.686041875,0.0029517741821285526,0.01596141519754979,0.018960303872968653,0.018986021605491787,0.1070139783945081,0.12304822581787134,0.1100385848024501,0.10703969612703124,0.8696913562403071,0.9997597364953968
ESO_243-49_HLX-1,S-star orbital,20000.0,145112000000000.0,0.884,16.05,2025.5694974377463,246.4611303563549,0.0223,456805024067434.56,446840481333693.2,656.281,670.9160663,3606827.0788622,5893510.148862864,,1.0,IMBH: Off-center IMBH,13039285681.008892,28.0,0.022299999999999986,freq,13039285681.008892,5893510.148862864,0.002272679081305906,0.012226692528799044,0.014527158958448805,0.014546887193378266,0.00775311280662172,0.02002732091869408,0.010073307471200943,0.007772841041551182,0.3871268073297183,0.9974619016619534
M82_X-1,S-star orbital,400.0,145112000000000.0,0.884,16.05,2022.677408759757,75.95382369107753,0.000677,456805024067434.56,456495976291485.2,656.281,656.725302237,142983.8028982274,405786.1658816575,,1.0,IMBH: Ultraluminous X-ray source,180828992.0785916,22.0,0.0006770000000000387,freq,180828992.0785916,405786.1658816575,0.003282536674856118,0.00047785912479603176,0.003761964389754624,0.003780945935597302,0.003103945935597263,0.0026055366748560793,0.00019914087520400692,0.0030849643897545853,1.1912885224571688,1.0061529221879244
NGC_1313_X-1,S-star orbital,5000.0,145112000000000.0,0.884,16.05,2029.1454758974053,165.18666693146358,0.00144,456805024067434.56,456148170701624.2,656.281,657.22604464,911812.1949202748,2189195.939258316,,1.0,IMBH: IMBH candidate,2829373646.078576,26.0,0.0014400000000001079,freq,2829373646.078576,2189195.939258316,0.0026197937457270726,0.0030682225760394477,0.005696054432081654,0.005715986448933119,0.004275986448933011,0.0011797937457269647,0.0016282225760393398,0.004256054432081546,3.62435083625421,1.0046832147402112
NGC_5408_X-1,S-star orbital,1000.0,145112000000000.0,0.884,16.05,2028.9782288360248,143.784181850543,0.00467,456805024067434.56,454681660711909.94,656.281,659.34583227,709793.0759216555,1250364.8002161966,,1.0,IMBH: Dwarf galaxy IMBH,893726747.4109904,34.0,0.004669999999999952,freq,893726747.4109904,1250364.8002161966,0.0016563670807792086,0.002376333210904358,0.004036636371786972,0.004047319920666093,0.0006226800793338594,0.0030136329192207434,0.002293666789095594,0.0006333636282129795,0.20662107696078333,0.983132045473998
IC_10_X-1,S-star orbital,23.0,145112000000000.0,0.884,16.05,2021.0964913035064,225.8805750131124,0.000348,456805024067434.56,456646111220729.75,656.281,656.509385788,24062.17906134664,174752.24976391683,,1.0,IMBH: Wolf-Rayet IMBH,18971062.40676932,32.0,0.00034800000000001496,freq,18971062.40676932,174752.24976391683,0.001795096176572919,8.043269602753256e-05,0.0018756732570255341,0.0018823850405569331,0.0015343850405569182,0.001447096176572904,0.0002675673039724824,0.0015276732570255191,1.0603200156265609,1.0043934679752575
M33_X-7,S-star orbital,16.0,145112000000000.0,0.884,16.05,2025.2911434509915,349.58821594090256,5.4e-05,456805024067434.56,456780357928106.4,656.281,656.3164391739999,100141.1233092254,111652.85609817224,,1.0,IMBH: Eclipsing IMBH,3713527.415956323,15.0,5.400000000022054e-05,freq,3713527.415956323,111652.85609817224,0.006423707705609516,0.0003341042085438506,0.006759958101932195,0.0067823154773671845,0.006728315477366964,0.0063697077056092954,0.00028010420854363005,0.006705958101931975,1.0562989368321989,1.0033339569223596
NGC_300_X-1,S-star orbital,20.0,145112000000000.0,0.884,16.05,2022.668251899525,230.7462474887309,0.00048,456805024067434.56,456585862853265.0,656.281,656.59601488,77570.59202551705,146476.71591567757,,1.0,IMBH: Spiral galaxy IMBH,22110164.575749066,39.0,0.00048000000000003595,freq,22110164.575749066,146476.71591567757,0.0013384205752819955,0.00025886703625332963,0.0015976340845029746,0.0016025055444517378,0.0011225055444517018,0.0008584205752819596,0.00022113296374670632,0.0011176340845029387,1.3076405398169773,1.0043587252897084
PSR_J1614-2230,S-star orbital,1.97,145112000000000.0,0.884,16.05,2025.005861130503,64.31467699084729,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,332870.7954041243,1071318.8063630983,,1.0,Precision pulsar: Massive neutron star,14769.0796376054,2.0,1.0000000000065512e-05,freq,14769.0796376054,1071318.8063630983,0.2845201223398339,0.0011167296834602158,0.28595458408945285,0.2865192185688521,0.28650921856885203,0.28451012233983386,0.0011067296834601503,0.2859445840894528,1.0070264502808457,1.0019746290393898
PSR_J0952-0607,S-star orbital,2.35,145112000000000.0,0.884,16.05,2027.625108000752,194.17645084306525,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,104035.6220123237,468056.6868544456,,1.0,Precision pulsar: Most massive NS known,13194.747474330026,1.0,1.0000000000065512e-05,freq,13194.747474330026,468056.6868544456,0.4524718275846684,0.0003482446869531586,0.45297764318157396,0.4539319497460381,0.45392194974603806,0.45246182758466835,0.00033824468695309307,0.4529676431815739,1.0032270615383492,1.002106787490959
PSR_J1738+0333,S-star orbital,1.46,145112000000000.0,0.884,16.05,2028.787218778232,299.3995905700246,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,211448.7607267108,250745.9423910645,,1.0,Precision pulsar: White dwarf binary,11620.780285023366,2.0,1.0000000000065512e-05,freq,11620.780285023366,250745.9423910645,0.2609314959883007,0.000705667173586555,0.261821293953161,0.2622829930359223,0.2622729930359222,0.2609214959883006,0.0006956671735864894,0.26181129395316094,1.0051797075687554,1.0017634803899784
PSR_J0030+0451,S-star orbital,1.44,145112000000000.0,0.884,16.05,2020.692125184684,273.81677949260336,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,188971.0657263589,386608.05092720926,,1.0,Precision pulsar: NICER target,14734.74722648997,2.0,1.0000000000065512e-05,freq,14734.74722648997,386608.05092720926,0.18563371631874248,0.0006311716663218725,0.18638205472711888,0.18670866432301225,0.1866986643230122,0.18562371631874242,0.000621171666321807,0.18637205472711882,1.005791005727005,1.001752460133423
PSR_J0740+6620,S-star orbital,2.08,145112000000000.0,0.884,16.05,2024.2313794020088,76.24735395914954,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,298497.1527121309,374081.69322743575,,1.0,Precision pulsar: Heavy neutron star,12749.01796747472,2.0,1.0000000000065512e-05,freq,12749.01796747472,374081.69322743575,0.3892062018353435,0.0009964586078721194,0.3905904883132716,0.39137791016603996,0.3913679101660399,0.3891962018353434,0.0009864586078720539,0.3905804883132715,1.0055799833617474,1.0020160296695027
PSR_J1909-3744,S-star orbital,1.54,145112000000000.0,0.884,16.05,2024.3810008391447,186.32730277281263,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,365407.608447921,589459.8589503859,,1.0,Precision pulsar: Precision timing,11558.581456504477,2.0,1.0000000000065512e-05,freq,11558.581456504477,589459.8589503859,0.28404329545538065,0.0012208039678343052,0.2856108606053436,0.2861245558342709,0.2861145558342708,0.2840332954553806,0.0012108039678342397,0.2856008606053435,1.0073275225552463,1.0017986473424432
PSR_J1713+0747,S-star orbital,1.31,145112000000000.0,0.884,16.05,2020.7099308600905,227.1970646172356,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,154961.2656886711,561100.3119630519,,1.0,Precision pulsar: Long-term timing,12941.543592286169,2.0,1.0000000000065512e-05,freq,12941.543592286169,561100.3119630519,0.19433320388577835,0.0005186475516381073,0.1949526418778138,0.1952813711019683,0.19527137110196824,0.19432320388577828,0.0005086475516380418,0.19494264187781374,1.0048793309148365,1.0016862869046401
PSR_J2317+1439,S-star orbital,1.29,145112000000000.0,0.884,16.05,2022.1423680737043,47.632265541009,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,294071.7832004269,462972.3136449845,,1.0,Precision pulsar: Globular cluster,10354.286749443268,2.0,1.0000000000065512e-05,freq,10354.286749443268,462972.3136449845,0.2578317605544458,0.00098211150046712,0.25906709159213914,0.25950059762127586,0.2594905976212758,0.2578217605544457,0.0009721115004670544,0.2590570915921391,1.006472832484121,1.00167339958336
PSR_J0437-4715,S-star orbital,1.76,145112000000000.0,0.884,16.05,2020.969308142288,155.1784256662959,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,113557.22051463772,450038.2492112735,,1.0,Precision pulsar: Nearby millisecond,13923.097121453768,2.0,1.0000000000065512e-05,freq,13923.097121453768,450038.2492112735,0.2632221667113732,0.0003799132935449201,0.2637020816052076,0.2642028519995714,0.2641928519995713,0.26321216671137315,0.0003699132935448546,0.2636920816052075,1.0037258357030037,1.001899072552029
PSR_J1012+5307,S-star orbital,1.64,145112000000000.0,0.884,16.05,2024.026212821023,122.14893794218672,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,119252.60130023502,667206.0335043918,,1.0,Precision pulsar: Helium white dwarf,13366.822736466507,2.0,1.0000000000065512e-05,freq,13366.822736466507,667206.0335043918,0.2523018760161393,0.00040026141300808504,0.2528031241345461,0.25327038993714424,0.25326038993714417,0.2522918760161392,0.00039026141300801953,0.252793124134546,1.0038388628928463,1.0018484118355586
GW170817,S-star orbital,2.74,145112000000000.0,0.884,16.05,2022.498064478821,332.3756157393646,0.009,456805024067434.56,452730450017279.1,656.281,662.1875289999998,467760.82140147407,1448911.0685110984,,1.0,LIGO/Virgo: First NS merger,131216.95151720298,6.0,0.008999999999999897,freq,131216.95151720298,1448911.0685110984,0.032338680292310684,0.0015719797514464062,0.033961495794365026,0.03403333895100458,0.02503333895100468,0.023338680292310787,0.007428020248553491,0.02496149579436513,1.0726115888931482,1.0028781591147982
GW190425,S-star orbital,3.4,145112000000000.0,0.884,16.05,2029.689962572848,333.49211388292593,0.04,456805024067434.56,439235600064840.94,656.281,682.5322399999999,2311537.427423732,3006596.094782525,,1.0,LIGO/Virgo: Heavy NS merger,62906.15249313563,3.0,0.040000000000000036,freq,62906.15249313563,3006596.094782525,0.09084556610227357,0.00776114015345275,0.09931177142656589,0.099528961051504,0.05952896105150396,0.05084556610227353,0.032238859846547285,0.05931177142656585,1.170779787007665,1.0036618300164413
GW200105,S-star orbital,8.9,145112000000000.0,0.884,16.05,2023.789731189769,354.7111837607013,0.28,456805024067434.56,356878925052683.25,656.281,840.03968,380549.5672465419,2590388.1230429686,,1.0,LIGO/Virgo: NS-BH merger,271880.8029310971,4.0,0.28,freq,271880.8029310971,2590388.1230429686,0.052152168059285575,0.0013067562245423492,0.053527074454062795,0.05368687307196063,0.2263131269280394,0.22784783194071445,0.2786932437754577,0.22647292554593723,0.9932643422603451,0.9992944029953575
GW200115,S-star orbital,5.7,145112000000000.0,0.884,16.05,2025.557683234056,258.62697910667737,0.33,456805024067434.56,343462424110853.06,656.281,872.8537299999999,4145782.0584680536,4625243.331542482,,1.0,LIGO/Virgo: NS-BH merger,262193.2374768548,5.0,0.33000000000000007,freq,262193.2374768548,4625243.331542482,0.03373582392569707,0.01394952170403152,0.048155944237783466,0.04824972540111139,0.2817502745988887,0.296264176074303,0.31605047829596855,0.2818440557622166,0.9510102717522816,0.9996672586793633
GW190412,S-star orbital,30.1,145112000000000.0,0.884,16.05,2020.571652729075,210.30393400522965,0.26,456805024067434.56,362543669894789.3,656.281,826.91406,6957611.116093185,9962494.129091147,,1.0,LIGO/Virgo: Asymmetric mass ratio,1731640.8385449746,6.0,0.26,freq,1731640.8385449746,9962494.129091147,0.026700539079582475,0.023773535269735913,0.051108840556847834,0.05121629376019987,0.20878370623980014,0.23329946092041753,0.2362264647302641,0.20889115944315217,0.8949172253382096,0.9994856019582711
GW190814,S-star orbital,25.6,145112000000000.0,0.884,16.05,2025.9503510645,243.0765192974725,0.24,456805024067434.56,368391148441479.5,656.281,813.7884399999999,1053016.071144557,4234763.143788601,,1.0,LIGO/Virgo: Possible NS-BH,2194031.3913042136,8.0,0.24,freq,2194031.3913042136,4234763.143788601,0.017688294861754272,0.0036126159299891825,0.021364811807535355,0.0214325399392159,0.2185674600607841,0.22231170513824572,0.2363873840700108,0.21863518819246464,0.9831576791013624,0.999690223096106
GW191204,S-star orbital,44.0,145112000000000.0,0.884,16.05,2024.1922491533587,210.1220241448409,0.29,456805024067434.56,354112421757701.2,656.281,846.60249,6498559.815057446,10912683.42385032,,1.0,LIGO/Virgo: Intermediate mass,1449607.895457496,4.0,0.29000000000000004,freq,1449607.895457496,10912683.42385032,0.04807916577221172,0.02235440564606983,0.0715083525930782,0.07171491115345763,0.2182850888465424,0.24192083422778832,0.2676455943539302,0.21849164740692184,0.902299669820951,0.9990546157584014
GW200129,S-star orbital,34.0,145112000000000.0,0.884,16.05,2026.7169022296,107.9989487275544,0.31,456805024067434.56,348706125242316.44,656.281,859.72811,2294841.5415478675,5508121.898106479,,1.0,LIGO/Virgo: Spinning black holes,2299951.5277784285,7.0,0.31000000000000005,freq,2299951.5277784285,5508121.898106479,0.022571320200961198,0.007824888225461235,0.030572826484096094,0.0306642278629925,0.27933577213700755,0.28742867979903886,0.3021751117745388,0.27942717351590396,0.9718437712350431,0.9996728973143651
EMRI_SgrA_1,S-star orbital,4297000.0,145112000000000.0,0.884,16.05,2029.960964478551,26.37385959586788,0.0001,456805024067434.56,456759348132621.3,656.281,656.3466280999999,2523604.668301082,2807862.714020869,,1.0,EMRI: Stellar object around Sgr A*,1048798721707.591,15.0,9.999999999998899e-05,freq,1048798721707.591,2807862.714020869,0.006105480181034295,0.008462072387491304,0.014619217583777822,0.014695650307479102,0.014595650307479113,0.006005480181034306,0.008362072387491315,0.014519217583777833,2.430388556367752,1.0052642453534602
EMRI_SgrA_2,S-star orbital,4297000.0,145112000000000.0,0.884,16.05,2023.695270887389,56.78885964860351,0.0002,456805024067434.56,456713681331168.3,656.281,656.4122562,3339961.8355674814,4157200.042222311,,1.0,EMRI: Compact object inspiral,5964112344044.043,45.0,0.00019999999999997797,freq,5964112344044.043,4157200.042222311,0.0010656059778952898,0.011238144480024914,0.012315725891858476,0.012329102624043742,0.012129102624043764,0.0008656059778953118,0.011038144480024936,0.012115725891858498,14.012267629591951,1.0011040801273208
EMRI_M87_1,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,2020.0782310715213,294.1574886415662,0.004,456805024067434.56,454985083732504.56,656.281,658.906124,62366019.978752986,100076887.0644797,,1.0,EMRI: Object around M87*,6243824500532131.0,36.0,0.0040000000000000036,freq,6243824500532131.0,100076887.0644797,0.001540809247590813,0.28154434189919475,0.2835189572723906,0.28355380223506055,0.27955380223506054,0.0024591907524091905,0.27754434189919475,0.2795189572723906,113.67715251905149,1.0001246604631397
EMRI_NGC1277_1,S-star orbital,17000000000.0,145112000000000.0,0.884,16.05,2021.0703597770944,199.1605107185337,0.017,456805024067434.56,449169148542216.94,656.281,667.4377769999999,26957843.45066268,140155099.86637214,,1.0,EMRI: Object around NGC 1277,2.3723627500413104e+16,45.0,0.016999999999999904,freq,2.3723627500413104e+16,140155099.86637214,0.00105984214389232,0.23295797853702993,0.23426471936433169,0.2342886765997687,0.2172886765997688,0.015940157856107584,0.21595797853703003,0.21726471936433178,13.631526021338184,1.0001102674907694
XTE_J1550-564,S-star orbital,9.1,145112000000000.0,0.884,16.05,2022.639839016304,175.87146677377555,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,216232.65837847008,356002.7785886816,,1.0,Stellar BH: Transient black hole,616529.597716199,7.0,1.0000000000065512e-05,freq,616529.597716199,356002.7785886816,0.022535191801741128,0.0007219800948354838,0.02327344185649083,0.023342809431887712,0.023332809431887647,0.022525191801741062,0.0007119800948354182,0.023263441856490763,1.0358539735090806,1.002981827703089
GRO_J1655-40,S-star orbital,7.0,145112000000000.0,0.884,16.05,2020.0354568908776,277.60292028706573,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,72890.1226441535,226828.82518878,,1.0,Stellar BH: Superluminal jets,151069.9008024184,3.0,1.0000000000065512e-05,freq,151069.9008024184,226828.82518878,0.0763560664655416,0.00024342158435164407,0.07661807476456706,0.07683867956644286,0.07682867956644279,0.07634606646554154,0.00023342158435157856,0.07660807476456699,1.006321387901747,1.0028796546911507
4U_1543-47,S-star orbital,9.4,145112000000000.0,0.884,16.05,2020.096696996084,27.087789626556138,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,147649.01496757352,333934.57013575296,,1.0,Stellar BH: X-ray binary,653246.9626719933,7.0,1.0000000000065512e-05,freq,653246.9626719933,333934.57013575296,0.021950948856386487,0.0004931247777766323,0.02245489819093982,0.022522961012111375,0.02251296101211131,0.021940948856386422,0.0004831247777765668,0.022444898190939755,1.0260705295595451,1.0030324406282685
