objid,ra,dec,u,g,r,i,z,run,camcol,field
1237680122252821040,21.7132585810337,-6.89832742489994,23.92856,22.20364,21.59355,21.48619,22.21655,8067,4,113
1237680122252821085,21.7298736037306,-6.79455172770847,21.70045,20.79247,20.11854,19.8267,19.87891,8067,4,113
1237680122252820696,21.7350169192437,-6.96837447915516,21.51795,20.88688,20.19947,19.79339,19.54163,8067,4,113
1237680122252821178,21.7617900187123,-6.87679335037931,20.67973,19.65856,19.18237,18.86266,18.83352,8067,4,113
1237680122252886296,21.7778319049256,-6.85181546954912,22.88753,22.92116,22.34889,21.89895,23.00167,8067,4,114
1237680122252886203,21.8049576848606,-6.84428021017047,20.69426,19.67974,19.113,18.80762,18.67133,8067,4,114
1237680122252886399,21.8091500868141,-6.88477966840821,23.07291,21.65358,20.01893,19.40538,19.10004,8067,4,114
1237680122252886465,21.8257453680826,-6.79698038281135,21.91093,20.96267,19.6537,19.12586,18.63283,8067,4,114
1237680122252886562,21.8805050456174,-6.92532211630241,21.73436,22.11138,21.23014,20.70313,20.33323,8067,4,114
1237680122252886578,21.8825179575319,-6.84245340337899,22.06819,21.43294,20.46149,19.98171,19.63346,8067,4,114
1237680122252886595,21.8872990206058,-6.77792622471488,21.905,21.79151,21.15774,20.86346,20.58689,8067,4,114
1237680122252886593,21.8883334443837,-6.84651347568298,22.99696,21.93467,20.82819,20.41068,19.99456,8067,4,114
1237680122252886592,21.8922285015278,-6.95384108914807,22.54225,20.95765,19.84865,19.35874,18.87808,8067,4,114
1237680122252886607,21.8935935450059,-6.8262446933982,21.60677,20.95656,20.61271,20.3775,20.45535,8067,4,114
1237680122252886635,21.9111997163765,-6.96302353862112,22.61407,21.48137,20.63665,20.37889,19.81654,8067,4,114
1237680122252951820,21.9288159345882,-6.89827883614378,22.16858,20.89922,19.81141,19.43558,19.2036,8067,4,115
1237680122252951859,21.9410177906271,-6.79813980901477,22.26977,22.73766,21.89066,21.18025,20.69742,8067,4,115
1237680122252951927,21.9589649960102,-6.75923848563249,23.07973,21.14234,20.02248,19.47266,19.2094,8067,4,115
1237680122252951946,21.9695478270156,-6.92841463857598,22.33242,20.14454,19.05976,18.6334,18.31749,8067,4,115
1237680122252951979,21.9789817505721,-6.80251875787595,22.51604,22.16633,21.3242,21.1594,21.28092,8067,4,115
1237680122252951982,21.9837316949601,-6.87631734856674,22.28154,21.1367,20.44204,20.20817,19.55444,8067,4,115
1237680122252951727,22.0233709984798,-6.80409159729278,21.86044,20.14343,18.9076,18.40176,18.13152,8067,4,115
1237680122252952127,22.0322945315893,-6.80016555060796,22.26726,21.49066,19.77612,19.10725,18.86052,8067,4,115
1237680122252952224,22.0573735507287,-6.85721123889048,21.47629,21.37238,21.18753,20.80205,21.30852,8067,4,115
1237680122252952251,22.0622813878238,-6.80980881195598,22.06374,22.0166,21.14897,20.61031,19.65074,8067,4,115
1237680122253017459,22.0740584652712,-6.78304218789725,21.87643,22.29397,21.04291,20.57976,20.26642,8067,4,116
1237680122253017474,22.0808831931765,-6.84796410216064,22.43881,21.03432,19.96834,19.4964,19.20382,8067,4,116
1237680122253017495,22.0836469143153,-6.79237997692859,22.7817,20.67369,19.33888,18.9194,18.58014,8067,4,116
1237680122253017587,22.1070602875266,-6.78341516381417,21.90543,21.25042,20.14611,19.57886,19.35105,8067,4,116
1237680122253017625,22.1168364921782,-6.81308807363958,22.54826,22.07121,20.26735,19.73516,19.35946,8067,4,116
1237680122253017641,22.1198293297924,-6.75802088078933,23.5264,20.92156,19.68539,19.29619,19.03435,8067,4,116
1237680122253017698,22.1394495836734,-6.82831406930875,22.91578,20.67489,19.67684,19.25901,18.99839,8067,4,116
1237680122253017716,22.1397185648297,-6.78052326087522,23.10827,22.349,22.41395,21.47422,21.96238,8067,4,116
1237680122253017723,22.1425550546601,-6.75839422629579,22.71114,21.78291,20.73512,20.44905,19.94013,8067,4,116
1237680122253017250,22.1484258153623,-6.75460339140646,20.17524,18.26506,17.199,16.72037,16.4041,8067,4,116
1237680122253017828,22.1684264133157,-6.75352997734877,21.55226,21.14237,19.88722,19.49386,19.24785,8067,4,116
1237680122253017847,22.1756663978385,-6.79271651837566,21.72004,20.35344,19.80178,19.54694,19.27975,8067,4,116
1237680122253017880,22.1852749099756,-6.82705394458342,21.69564,21.5133,20.76978,20.88001,20.73809,8067,4,116
1237680122253017304,22.192883828704,-6.76720104346618,19.9848,18.75291,18.17727,17.83183,17.64799,8067,4,116
1237680122253017905,22.1942380389793,-6.92164822852925,23.08809,21.75064,20.88252,20.93899,20.28149,8067,4,116
1237680122253017976,22.2117539138818,-6.77611085793744,22.35849,21.70037,20.85247,20.79621,20.15239,8067,4,116
1237680122253017986,22.2183596346591,-6.78691225543349,21.31286,20.2578,19.14774,18.75382,18.45943,8067,4,116
1237680122253082933,22.2247082037813,-6.84620134787308,21.98746,22.53454,21.97739,21.99209,21.63709,8067,4,117
1237680122253082938,22.230822078087,-6.90988617045492,21.85281,21.71041,20.97119,20.64009,20.24035,8067,4,117
1237680122253082841,22.2435527094405,-6.88747678162642,21.39829,19.85498,18.70313,18.23224,17.92876,8067,4,117
1237680122253083024,22.2618733684569,-6.77595830331448,21.73908,19.89908,19.10794,18.70327,18.47736,8067,4,117
1237680122253083123,22.3171546810253,-6.89761527038059,21.44005,21.5229,20.60652,20.57776,20.08963,8067,4,117
1237680122253083133,22.3205875207324,-6.81193479804869,21.31369,20.60497,19.63701,19.19802,18.94639,8067,4,117
1237680122253082780,22.3214573530926,-6.91881948035479,20.28141,18.96498,18.43994,18.13735,17.89422,8067,4,117
1237680122253083204,22.3502119409713,-6.77139400072547,21.94172,20.78911,20.0599,19.74163,19.54228,8067,4,117
1237680122253083194,22.3537945376654,-6.95210559929564,23.04623,22.59661,21.9326,21.86177,22.19736,8067,4,117
1237680122253083218,22.356198138235,-6.78122191932109,22.45733,21.79845,20.92396,20.80444,21.35633,8067,4,117
1237680122253083232,22.3615059119516,-6.75624812999505,23.12626,20.86161,20.26507,19.99382,19.91959,8067,4,117
1237680122253083219,22.3638471823242,-6.95299333895496,21.58978,20.87065,20.38333,20.04679,19.74018,8067,4,117
1237680122253148437,22.3799649149795,-6.85248460141029,21.78721,20.56198,19.96062,19.63659,19.47171,8067,4,118
1237680122253148448,22.3829415636026,-6.83784791568841,23.22912,20.86646,19.52718,19.00723,18.78485,8067,4,118
1237680122253148489,22.3936280219963,-6.80090211092274,22.97478,21.97151,20.71305,20.50661,19.96395,8067,4,118
1237680122253148490,22.3943925547837,-6.7972830727128,21.75644,21.00952,20.74094,20.52209,20.33886,8067,4,118
1237680122253148513,22.4004768966667,-6.83862426266773,23.07718,22.85476,21.49042,20.35433,19.59145,8067,4,118
1237680122253148526,22.4045113901758,-6.85280316056107,22.19975,21.07885,20.51125,20.23728,20.02755,8067,4,118
1237680122253148541,22.4083968841604,-6.85325594672408,23.22067,21.25659,20.06156,19.73372,19.32361,8067,4,118
1237680122253148556,22.41004469257,-6.79038267974825,22.53142,22.23122,21.11813,20.75113,21.07369,8067,4,118
1237680122253148560,22.4107656222565,-6.79466032502496,22.35797,21.99509,21.26635,21.24048,20.82542,8067,4,118
1237680122253148351,22.4176425397315,-6.89083773761375,20.59608,19.79862,19.0395,18.65086,18.58886,8067,4,118
1237680122253148581,22.4209163136168,-6.87135362016142,22.54427,21.83869,21.49322,21.18386,21.17131,8067,4,118
1237680122253148635,22.4317149897367,-6.77084566119768,22.66532,22.11525,21.7404,21.70044,20.88186,8067,4,118
1237680122253148639,22.4366791004134,-6.8799301583747,22.42356,20.95557,19.66121,19.16813,18.88575,8067,4,118
1237680122253148665,22.4400378223787,-6.76159155198486,21.40857,20.08165,19.10022,18.69149,18.37339,8067,4,118
1237680122253148689,22.4537404608401,-6.93115918805183,22.7708,21.64428,21.08625,20.87339,20.41617,8067,4,118
1237680122253148698,22.4545061226538,-6.91098453503775,22.73675,22.5731,21.42202,20.51278,20.1829,8067,4,118
1237680122253148729,22.4571115960789,-6.74255322570757,22.56074,22.09217,20.67777,20.08359,19.62093,8067,4,118
1237680122253148754,22.4703378884026,-6.90206298579585,22.51387,21.44882,21.00673,20.66373,20.4357,8067,4,118
1237680122253148769,22.4718217662253,-6.86669214033659,23.41531,22.76277,22.46616,22.03635,21.59892,8067,4,118
1237680122253148803,22.4832902441498,-6.82071593805745,23.26308,22.26695,21.95776,21.63454,21.76605,8067,4,118
1237680122253148813,22.491061887477,-6.92554226754806,22.31644,22.90501,22.02319,21.97083,21.90542,8067,4,118
1237680122253148834,22.4966331984494,-6.82364852822738,22.03424,22.07655,21.33216,21.2522,20.9022,8067,4,118
1237680122253148841,22.5003116917735,-6.86076862825957,21.81629,21.00544,20.45321,20.17504,20.06479,8067,4,118
1237680122253148926,22.5215470974019,-6.82265258657695,22.22519,22.10525,21.71797,21.53814,21.49187,8067,4,118
1237680122253214059,22.5543181094329,-6.82054180225916,23.57168,22.37156,21.59888,21.08305,20.7691,8067,4,119
1237680122253214086,22.5700170197064,-6.92595764049566,22.22118,21.92161,21.15664,20.91497,20.44069,8067,4,119
1237680122253214121,22.5749672387905,-6.76827999024335,23.66647,21.19236,19.7009,19.1111,18.84442,8067,4,119
1237680122253214136,22.5813550361182,-6.82203574602924,21.77197,21.60857,21.36425,21.14413,21.76326,8067,4,119
1237680122253214182,22.5947894055544,-6.75107013213284,21.8177,21.66862,21.15728,21.00407,20.6278,8067,4,119
1237680122253214283,22.6319447172997,-6.78713445359084,22.30202,21.32687,20.90072,20.49947,20.51642,8067,4,119
1237680122253214301,22.6380492148398,-6.79291728329714,23.27863,21.46202,20.16823,19.59658,19.41719,8067,4,119
1237680122253214368,22.6640842157476,-6.86777659769873,21.51114,21.37063,20.57387,20.47144,20.13178,8067,4,119
1237680122253214389,22.6689043772451,-6.78089964091515,23.47705,21.80921,20.92234,20.46633,20.3265,8067,4,119
1237680122253279428,22.6762663871929,-6.82248497826999,21.83894,20.19493,19.18262,18.9007,18.70635,8067,4,120
1237680122253279503,22.6768571366438,-6.77716235169929,22.43056,22.41085,21.64741,20.94981,21.24022,8067,4,120
1237680122253279352,22.6976643865965,-6.78608626924542,20.74092,19.16161,18.2385,17.81058,17.48644,8067,4,120
1237680122253279562,22.7037998188327,-6.79320426864599,21.21779,20.7675,19.80093,19.45901,19.01228,8067,4,120
1237680122253279554,22.7039571698046,-6.86959189811395,22.42971,22.06082,20.68936,20.32202,19.73135,8067,4,120
1237680122253279573,22.71083084853,-6.87023927980273,22.14919,21.86617,20.96433,20.69215,20.46469,8067,4,120
1237680122253279604,22.7184755427339,-6.77946844511373,21.71716,20.73469,19.75598,19.35969,19.06859,8067,4,120
1237680122253279594,22.7201318198748,-6.90346650715079,21.41897,20.72422,20.02185,19.69528,19.21483,8067,4,120
1237680122253279638,22.7313717193581,-6.78336004208159,21.85372,22.29588,21.74887,21.34125,21.10536,8067,4,120
1237680122253279667,22.7465529740243,-6.78468056812769,21.86154,20.39767,20.1785,20.158,20.27387,8067,4,120
1237680122253279693,22.7598394114554,-6.8653847425305,23.19986,22.62508,22.13709,21.64577,21.39428,8067,4,120
1237680122253279717,22.7743238860007,-6.92697408524567,21.20915,20.69606,19.98681,19.72784,19.42257,8067,4,120
1237680122253279734,22.7844187284292,-6.90924809334358,23.75858,22.57289,21.52238,21.12403,20.86122,8067,4,120
1237680122253279758,22.7946112399198,-6.82010535597511,23.90201,22.27922,21.96619,21.77957,21.27038,8067,4,120
1237680122253279800,22.8169584105188,-6.9274132186003,23.15339,21.41491,20.47969,20.23069,20.16653,8067,4,120
1237680122253345007,22.8309193682075,-6.9243347800272,21.83746,20.47769,19.90697,19.59931,19.49445,8067,4,121
1237680122253345068,22.8732851159871,-6.77449478077734,20.84595,19.73956,19.26851,19.02371,18.74203,8067,4,121
1237680122253345099,22.889647592399,-6.75879664809579,21.97757,21.29303,20.56874,20.52382,20.37201,8067,4,121
1237680122253345166,22.9200872619138,-6.80693368898731,21.92615,20.49897,19.6604,19.44743,19.44828,8067,4,121
1237680122253345182,22.9254480839745,-6.77299131889904,22.78599,21.26983,20.01141,19.14349,18.61231,8067,4,121
1237680122253344993,22.9613061300614,-6.87623885515638,21.27767,20.05649,19.913,19.85814,19.95539,8067,4,121
1237680122253345273,22.9766940394117,-6.8884088599978,21.8444,20.25357,19.66232,19.27548,19.24706,8067,4,121
1237680122253410615,22.9894719302882,-6.87762835988575,22.40215,22.33918,21.85149,21.61654,20.84559,8067,4,122
1237680122253410546,22.9914755168541,-6.86345577394883,21.4607,21.50487,21.106,20.93014,20.58873,8067,4,122
1237680122253410637,22.9949599190525,-6.78773821986911,22.04581,22.733,21.7382,21.47009,22.0721,8067,4,122
1237680122253410660,23.0107695237942,-6.88026409017052,22.57786,22.26308,21.02399,20.69205,20.22421,8067,4,122
1237680122253410750,23.0548757250677,-6.80737829681692,23.15693,21.73985,20.46147,19.92939,19.38156,8067,4,122
1237680122253410797,23.0671855210571,-6.73253906520267,22.39487,21.85904,20.93358,20.77512,20.19963,8067,4,122
1237680122253410854,23.0887781391392,-6.76323708427791,22.10075,21.19893,20.15679,19.82759,19.48885,8067,4,122
1237680122253410569,23.0986225280788,-6.90011800148141,21.5736,21.09129,20.52596,20.36753,19.98024,8067,4,122
1237680122253410487,23.1059479451936,-6.72657795227986,20.57606,19.32257,18.57777,18.13399,17.85664,8067,4,122
1237680122253410900,23.1078252374581,-6.8283680676865,22.4848,22.40395,21.73509,21.08504,20.95465,8067,4,122
1237680122253410901,23.1079549998064,-6.82341688030948,21.9442,21.26135,20.27302,19.92918,19.75309,8067,4,122
1237680122253476156,23.138693273397,-6.79441824122405,21.09041,20.2611,19.77611,19.56281,19.4313,8067,4,123
1237680122253476164,23.1433189868985,-6.7937289838642,22.15483,21.22742,20.92399,20.58757,20.45851,8067,4,123
1237680122253476182,23.1435036207702,-6.71946121377622,21.79553,20.78499,20.24736,19.88305,19.68983,8067,4,123
1237680122253476180,23.1438933658169,-6.73812012596195,21.28127,20.69891,20.3145,20.04613,19.91967,8067,4,123
1237680122253476084,23.1579269681175,-6.8586607548067,21.06008,20.10088,19.47298,19.20751,19.0152,8067,4,123
1237680122253476220,23.1580234313088,-6.802425621082,21.60877,21.06133,19.85153,19.31683,18.88841,8067,4,123
1237680122253476288,23.1817412234017,-6.7499597179064,21.70328,20.20999,19.22343,18.78226,18.39217,8067,4,123
1237680122253476342,23.2078478771731,-6.83832488603796,22.748,21.68333,20.64215,20.43889,20.65352,8067,4,123
1237680122253476349,23.2123594109042,-6.91947286552867,22.76616,21.69765,20.6761,20.36185,19.84695,8067,4,123
1237680122253476408,23.2286754350153,-6.72030065943976,22.16727,20.95898,20.3466,20.1965,19.97524,8067,4,123
1237680122253476424,23.2390921656991,-6.84153066510169,22.2601,21.06012,20.48469,20.52507,19.89006,8067,4,123
1237680122253476439,23.2444480246721,-6.89141980745161,22.08092,22.48221,21.48899,21.00534,20.91249,8067,4,123
1237680122253541710,23.2924793872224,-6.75812546327325,23.05222,21.98628,21.87604,21.8157,22.81471,8067,4,124
1237680122253541715,23.2946973056147,-6.76162595117339,23.35987,22.1199,21.5737,20.98174,20.88867,8067,4,124
1237680122253541760,23.3162681779741,-6.89877979840347,21.54581,20.86611,20.2429,19.94526,19.83411,8067,4,124
1237680122253541815,23.3244092859736,-6.7387239133062,22.34786,21.68907,21.17087,21.00445,20.85691,8067,4,124
1237680122253541576,23.3346038854125,-6.76080085003172,20.84728,19.136,18.27986,17.84924,17.56412,8067,4,124
1237680122253541860,23.3437731113104,-6.7841606930863,22.99093,22.51833,21.73078,21.283,21.27305,8067,4,124
1237680122253541511,23.3559871853602,-6.84905373489847,20.60771,19.35073,18.44741,17.97958,17.6517,8067,4,124
1237680122253541918,23.367942975718,-6.71080846117851,22.20269,20.92742,20.25322,19.91541,19.8109,8067,4,124
1237680122253541915,23.3681188739756,-6.77248867488463,22.47584,21.38021,20.39667,19.99846,19.66473,8067,4,124
1237680122253541911,23.3706996867958,-6.86338258839824,22.00049,21.58239,21.24105,21.08615,20.84375,8067,4,124
1237680122253541953,23.3785533463958,-6.74009781013804,21.32484,20.15965,19.68751,19.48893,19.82405,8067,4,124
1237680122253541587,23.3873984894068,-6.84741895819394,21.07774,19.83864,18.8025,18.36615,17.96511,8067,4,124
1237680122253541588,23.4024972441577,-6.78041160719053,21.82775,20.09494,19.0826,18.6548,18.35122,8067,4,124
1237680122253542077,23.4204683694058,-6.74017089684992,21.93431,21.17254,20.19752,19.77834,19.33602,8067,4,124
1237680122253542075,23.4213131030253,-6.76822313580053,22.01431,21.94578,21.19467,20.44413,20.61056,8067,4,124
1237680122253542083,23.4234893570728,-6.77381846368088,22.3298,21.46619,20.26077,19.87276,19.26781,8067,4,124
1237680122253607159,23.4357467220668,-6.84686699670466,21.83294,21.25435,20.81605,20.73541,21.0773,8067,4,125
1237680122253607180,23.4433868545734,-6.77366797961127,21.25815,20.9795,19.95424,19.69904,19.24461,8067,4,125
1237680122253607289,23.4877031108371,-6.8926771297667,22.46931,22.55854,22.02648,21.99047,21.32067,8067,4,125
1237680122253607311,23.4896729698486,-6.73693584131723,22.16187,20.88155,20.16271,19.89395,19.50625,8067,4,125
1237680122253607362,23.5120322960408,-6.81929071534959,22.82006,22.27907,21.04898,20.52413,19.94136,8067,4,125
1237680122253607039,23.5204240867235,-6.90738055182491,22.04086,20.16534,18.76922,18.18184,17.83837,8067,4,125
1237680122253607417,23.5296138224184,-6.71410049714135,20.93959,19.49796,18.71605,18.29158,18.11704,8067,4,125
1237680122253607475,23.559123432845,-6.77381959883901,21.81422,21.51785,20.7847,20.33751,20.05935,8067,4,125
1237680122253672609,23.586851274284,-6.80631823555342,21.38332,19.9678,19.40091,19.0798,18.92503,8067,4,126
1237680122253672703,23.5917992537972,-6.81018258307621,23.04665,22.63223,22.22976,21.90216,21.12365,8067,4,126
1237680122253672740,23.5959066252101,-6.69376781854555,23.1153,21.56383,20.90794,20.76863,20.5699,8067,4,126
1237680122253672722,23.5962808114559,-6.79653831852516,23.20697,22.72954,22.22166,21.92006,21.62627,8067,4,126
1237680122253672610,23.6001031567911,-6.77605161669294,20.60857,19.59499,18.95739,18.62163,18.49608,8067,4,126
1237680122253672834,23.633366492902,-6.74698137552313,21.89921,20.66878,19.71291,19.20647,18.94643,8067,4,126
1237680122253672838,23.6370878771903,-6.81752985442141,21.46533,21.15653,20.23256,19.85434,19.54134,8067,4,126
1237680122253672839,23.6377559446731,-6.82778635183119,21.5912,21.01243,20.4201,20.03499,19.70647,8067,4,126
1237680122253672842,23.6396795283239,-6.85251773646161,22.67196,21.59336,20.82843,20.81254,20.156,8067,4,126
1237680122253672861,23.6424667086147,-6.70468732132345,22.03908,19.82246,18.8654,18.35152,18.042,8067,4,126
1237680122253672967,23.6876492323906,-6.88165903483084,23.15355,20.95737,20.64372,20.50076,20.07413,8067,4,126
1237680122253673032,23.7093026314112,-6.75417794186703,21.48943,20.51007,20.02263,19.73349,19.3993,8067,4,126
1237680122253738325,23.7529133991249,-6.69271897115344,22.5115,21.23461,20.28693,19.86664,19.53309,8067,4,127
1237680122253738324,23.7573923052279,-6.79785236527704,21.92352,20.53668,19.41742,19.03434,18.68819,8067,4,127
1237680122253738334,23.759696381999,-6.76524973439133,21.76488,20.91821,20.33486,19.99067,19.95242,8067,4,127
1237680122253738359,23.7683664623259,-6.7355465992668,22.2402,21.81392,20.09941,19.50736,19.23838,8067,4,127
1237680122253738423,23.7851158872363,-6.7237666021122,22.4411,20.61827,20.04734,19.7166,19.98198,8067,4,127
1237680122253738479,23.8056851158349,-6.84431242391728,22.47696,21.31791,20.88663,20.63359,20.50482,8067,4,127
1237680122253738509,23.8106219585402,-6.77177922701861,21.92262,21.95613,21.31188,20.8378,20.75589,8067,4,127
1237680122253738525,23.8199338917241,-6.87509649122871,22.03238,21.78213,21.15788,20.9229,20.3654,8067,4,127
1237680122253738571,23.8336285132132,-6.74814178012933,21.42205,19.80618,19.25661,18.90056,18.61226,8067,4,127
1237680122253738656,23.8496323353949,-6.7289031987938,21.75497,21.07392,20.27024,19.86661,20.17857,8067,4,127
1237680122253803869,23.8803690395405,-6.71041383470553,22.75818,21.81993,21.37528,21.23998,21.27992,8067,4,128
1237680122253803971,23.9175179431309,-6.84157091830643,22.90228,21.5124,20.3944,19.961,19.43656,8067,4,128
1237680122253804013,23.9239011216876,-6.70987779357712,21.96668,20.40627,19.26382,18.68591,18.27723,8067,4,128
1237680122253804078,23.9483710160845,-6.80107407194132,21.42921,20.56412,19.87609,19.54982,19.44579,8067,4,128
1237680122253804085,23.9492867262194,-6.7780105575126,22.08163,21.23221,20.16468,19.75336,19.57588,8067,4,128
1237680122253804107,23.9552264458713,-6.72667999141586,23.24235,22.54428,21.44032,21.35344,20.8868,8067,4,128
1237680122253804120,23.960125936962,-6.75961099425939,21.56777,21.69587,20.78194,20.49237,20.43383,8067,4,128
1237680122253804128,23.9603982840413,-6.72793252246004,23.27043,21.84562,21.12428,20.86746,20.48679,8067,4,128
1237680122253803694,23.9606341026721,-6.70742742593232,20.91533,18.97386,18.05031,17.63472,17.28777,8067,4,128
1237680122253803750,23.9648200183763,-6.76274277246326,22.77963,20.43639,19.0517,18.51938,18.10632,8067,4,128
1237680122253804189,23.9813244847736,-6.80544823722908,23.07096,22.53218,21.31215,21.18002,20.80688,8067,4,128
1237680122253804177,23.9819486992565,-6.86410974878051,22.47178,21.57462,20.31837,19.80972,19.43786,8067,4,128
1237680122253804205,23.986956506963,-6.75658780399407,22.08408,21.5901,20.91164,20.16796,19.77098,8067,4,128
1237680122253803716,24.0025200537216,-6.75554313173808,19.987,18.90146,18.54354,18.29974,18.16251,8067,4,128
1237680122253804245,24.0044747503235,-6.87844563132205,22.59209,22.58179,22.00399,21.74488,22.29429,8067,4,128
1237680122253804269,24.0065820379125,-6.73737315225547,22.87997,22.37887,21.42783,20.97714,22.34413,8067,4,128
1237680122253803721,24.0093468744982,-6.70795040394716,20.1642,18.92376,18.29233,17.90274,17.72092,8067,4,128
1237680122253804300,24.0144087722012,-6.72413801439821,22.68059,21.27546,19.86006,19.26452,19.0057,8067,4,128
1237680122253804284,24.0173532739989,-6.86883882126137,20.97893,20.26412,19.54684,19.13317,18.75711,8067,4,128
1237680122253804324,24.0267314335259,-6.74800013610993,21.17687,20.54559,20.14907,19.8912,19.97455,8067,4,128
1237680122253803775,24.0309867332173,-6.86856490419211,21.85686,19.91548,18.88664,18.34751,17.97761,8067,4,128
1237680122253869380,24.0390739367563,-6.80454037639818,23.23408,21.71157,20.97222,20.58237,20.18138,8067,4,129
1237680122253869387,24.0395107997711,-6.78733235148391,23.56138,22.05296,21.04951,20.74195,20.45054,8067,4,129
1237680122253869415,24.0467384311698,-6.74910577673551,21.85075,21.5922,20.65389,20.27484,19.95757,8067,4,129
1237680122253869429,24.0513222024982,-6.76473401221418,22.10885,21.0485,20.5981,20.24568,19.80891,8067,4,129
1237680122253869446,24.0549566800633,-6.72797822448425,22.15853,20.80939,20.08066,19.65318,19.47903,8067,4,129
1237680122253869259,24.06586730098,-6.72804885219962,20.30249,18.95756,18.25679,17.86968,17.71979,8067,4,129
1237680122253869487,24.0661715774238,-6.72062086326683,23.56849,22.72821,21.84113,21.91237,22.03303,8067,4,129
1237680122253869561,24.0986946016933,-6.82200718179941,22.82747,21.86315,21.16739,20.72213,20.90559,8067,4,129
1237680122253869627,24.1152678226203,-6.76787885548351,22.41661,21.82599,20.96943,20.48067,20.19815,8067,4,129
1237680122253869642,24.117109681595,-6.68453272921067,22.26217,22.35965,22.03438,21.67829,21.02334,8067,4,129
1237680122253869269,24.1409960905319,-6.82749155685709,22.40277,20.25033,19.133,18.6679,18.28695,8067,4,129
1237680122253869740,24.1534381360783,-6.81531311048633,22.77781,21.84716,21.44122,21.52267,20.90541,8067,4,129
1237680122253869765,24.1560253073074,-6.72815621465876,22.73839,22.68601,21.82949,21.84219,21.02706,8067,4,129
1237680122253869786,24.160415835445,-6.69175382757025,22.68839,22.33599,22.13266,22.14321,22.06485,8067,4,129
1237680122253869792,24.1651862134329,-6.71795734287691,22.00342,22.05141,20.82986,20.25135,20.01297,8067,4,129
1237680122253869784,24.1653510804536,-6.80448873739802,21.01165,19.42403,18.78554,18.43193,18.35167,8067,4,129
1237680122253869812,24.1785384305251,-6.87336161067846,22.49817,21.90113,21.46537,20.93435,21.73604,8067,4,129
1237680122253934909,24.1943918737223,-6.78570662199114,22.3909,21.48065,20.91042,20.44504,20.11904,8067,4,130
1237680122253934931,24.1972240167695,-6.71837722564934,21.64153,20.54166,19.44009,19.04446,18.72756,8067,4,130
1237680122253934963,24.2072713768027,-6.75871660926909,21.93213,20.69388,20.22111,19.77053,19.80872,8067,4,130
1237680122253934976,24.2103962408058,-6.73168967418244,21.96493,21.38183,20.80695,20.76474,20.26966,8067,4,130
1237680122253934991,24.2151840920712,-6.71520959643816,22.45993,22.23121,21.67084,21.30417,21.39536,8067,4,130
1237680122253934996,24.2172286495719,-6.70413312545174,21.8001,20.71119,20.2704,20.12513,20.60681,8067,4,130
1237680122253934990,24.2188908888548,-6.80566818155063,22.50785,22.13618,21.51691,20.47005,20.05354,8067,4,130
1237680122253934766,24.2469855652703,-6.8088579590377,21.92881,20.02528,19.19539,18.78182,18.48012,8067,4,130
1237680122253935118,24.2574436867424,-6.66760047967726,23.25748,21.70675,21.26275,21.06113,21.12726,8067,4,130
1237680122253934717,24.2902431361878,-6.71263022179502,20.34691,19.12123,18.2293,17.74503,17.43652,8067,4,130
1237680122253935234,24.3032902427574,-6.71706346055646,21.86154,20.13498,19.18412,18.74513,18.5004,8067,4,130
1237680122253935246,24.3066926254104,-6.72386938508849,23.05407,22.00847,21.07235,20.94004,21.13864,8067,4,130
1237680122253935307,24.332992693425,-6.82809915617192,23.23969,22.36309,21.88976,22.06205,21.6819,8067,4,130
1237680122254000432,24.3462414675234,-6.72261280454759,21.88619,22.38555,21.61803,21.26306,20.82743,8067,4,131
1237680122254000491,24.3771697651385,-6.66531855862377,22.62035,21.92411,20.51834,19.93012,19.50228,8067,4,131
1237680122254000503,24.3839910910805,-6.68167850204247,23.18382,20.80603,19.68701,19.23328,18.95332,8067,4,131
1237680122254000572,24.4156043441166,-6.70885815765173,20.78573,20.24617,19.18612,18.75661,18.37733,8067,4,131
1237680122254000603,24.4384840748352,-6.8045675929068,21.29182,20.52557,19.74991,19.51821,19.27153,8067,4,131
1237680122254000620,24.4457630599024,-6.72346712009156,22.05477,20.72771,19.34292,18.73656,18.31893,8067,4,131
1237680122254000633,24.4462701426873,-6.6817306702502,21.91977,22.00782,21.54751,21.59152,21.04874,8067,4,131
1237680122254000632,24.4473339865327,-6.71925538003037,23.21487,20.72301,19.3509,18.81944,18.51922,8067,4,131
1237680122254000668,24.4619433536499,-6.66351892482148,23.04898,20.67245,19.37224,18.91422,18.56242,8067,4,131
1237680122254000670,24.4675222267866,-6.76714165101062,21.65252,21.30781,20.5836,20.09579,19.7458,8067,4,131
1237680122254066041,24.5027198320097,-6.72465303393072,22.21271,21.5843,21.29833,21.22531,20.93883,8067,4,132
1237680122254066118,24.5273785042586,-6.70321912754135,22.37246,21.88865,21.60658,21.28036,21.21696,8067,4,132
1237680122254066219,24.5680084106503,-6.8395718787577,22.47877,22.70325,21.6963,21.23262,20.98556,8067,4,132
1237680122254066271,24.5849343949118,-6.76370915441929,22.29894,21.68888,21.14129,20.95436,20.81709,8067,4,132
1237680122254066279,24.5905613791134,-6.78592368321799,22.51902,22.40333,21.5349,20.76819,20.29731,8067,4,132
1237680122254066302,24.59663083818,-6.7909370362349,22.27785,22.24422,21.5183,20.86375,20.50183,8067,4,132
